loan_amnt,int_rate,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,label,ownership_MORTGAGE,ownership_NONE,ownership_OTHER,ownership_OWN,ownership_RENT,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender
10000,8.9,2.0,97000.0,5.32,0.0,23.9,8.0,0,20.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5500,11.14,4.0,20000.0,25.9,0.0,40.7,6.0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19600,12.35,5.0,46000.0,14.17,0.0,36.5,21.0,1,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,15.8,3.0,155000.0,15.21,0.0,72.5,13.0,1,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,11.99,0.0,53000.0,4.96,0.0,63.3,9.0,0,22.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7750,6.03,10.0,60000.0,14.54,0.0,59.40000000000001,22.0,0,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22000,12.69,1.0,115000.0,0.16,0.0,3.8,26.0,0,16.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,12.49,10.0,55000.0,4.95,0.0,17.0,21.0,0,23.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8500,10.99,10.0,36000.0,8.8,0.0,56.7,28.0,0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,11.14,4.0,138000.0,5.67,1.0,23.0,21.0,0,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20000,13.99,6.0,83000.0,7.75,0.0,32.7,22.0,0,18.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8500,12.49,7.0,34100.0,5.84,1.0,31.8,20.0,0,20.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,11.26,2.0,112000.0,16.29,0.0,43.8,29.0,0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13000,10.99,10.0,51000.0,23.27,0.0,36.0,36.0,0,16.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16000,10.99,3.0,66500.0,21.35,0.0,26.700000000000006,17.0,0,10.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000,13.99,9.0,36000.0,11.93,0.0,86.5,12.0,0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,13.35,10.0,92000.0,16.16,0.0,74.0,32.0,0,19.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,9.17,10.0,75000.0,7.94,0.0,31.9,28.0,0,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9000,11.55,1.0,28000.0,10.63,1.0,68.0,14.0,1,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,18.24,10.0,130000.0,10.52,0.0,20.200000000000006,16.0,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27725,10.99,10.0,140000.0,23.19,0.0,82.0,19.0,0,22.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000,16.59,1.0,22000.0,8.07,0.0,55.90000000000001,7.0,0,4.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22000,12.68,5.0,162000.0,6.73,0.0,41.3,29.0,1,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7500,12.49,0.0,39520.0,7.56,0.0,50.0,21.0,0,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3000,9.99,7.0,62000.0,4.68,0.0,68.4,6.0,0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,22.95,1.0,118000.0,1.22,0.0,22.0,6.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17050,14.09,5.0,52400.0,22.37,0.0,56.8,45.0,0,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4500,10.99,2.0,39000.0,14.34,0.0,69.0,7.0,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000,12.99,3.0,50000.0,23.71,0.0,61.6,12.0,0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,6.99,10.0,36000.0,5.2700000000000005,0.0,4.3,16.0,0,13.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6500,10.15,7.0,46320.0,19.22,0.0,23.4,58.0,0,27.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,8.9,5.0,95000.0,14.29,0.0,58.8,33.0,0,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4000,12.49,3.0,118500.0,27.65,1.0,41.1,63.0,0,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3750,17.1,5.0,50000.0,3.89,0.0,0.0,10.0,0,17.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9000,14.33,3.0,49000.0,10.82,0.0,58.40000000000001,18.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15250,18.49,10.0,55000.0,25.88,0.0,86.0,16.0,1,16.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,13.06,10.0,60000.0,12.26,0.0,46.0,18.0,0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9000,7.62,5.0,40000.0,13.98,0.0,40.0,15.0,0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3000,18.55,0.0,65000.0,17.06,0.0,49.3,51.0,0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35000,10.37,10.0,85000.0,6.37,0.0,41.7,16.0,0,16.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8400,10.39,0.0,35004.0,19.61,0.0,7.1000000000000005,16.0,0,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18825,18.25,10.0,42000.0,20.29,0.0,80.9,14.0,0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,11.26,1.0,75000.0,13.01,0.0,67.3,16.0,1,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000,11.49,7.0,300000.0,11.78,0.0,64.2,32.0,0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5875,10.16,1.0,38000.0,13.09,0.0,31.5,30.0,0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13000,17.27,6.0,50000.0,12.14,0.0,95.4,13.0,0,13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8875,19.52,2.0,90000.0,15.19,2.0,91.2,21.0,0,12.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,12.12,2.0,45000.0,11.65,0.0,50.6,11.0,0,5.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,21.6,2.0,101800.0,15.01,0.0,65.60000000000001,54.0,0,27.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3800,13.8,5.0,42000.0,20.23,0.0,59.6,28.0,1,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26000,15.27,5.0,80000.0,11.96,0.0,43.40000000000001,20.0,0,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15600,11.71,10.0,70000.0,16.65,0.0,68.7,43.0,0,24.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,10.38,3.0,140000.0,15.99,0.0,80.7,39.0,0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7000,12.99,1.0,55000.0,22.06,1.0,90.8,16.0,1,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5300,17.990000000000006,2.0,36000.0,16.23,0.0,55.40000000000001,8.0,0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16000,13.67,10.0,58000.0,30.58,0.0,35.4,18.0,0,21.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9450,15.1,0.0,30000.0,25.8,0.0,67.60000000000001,17.0,0,7.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3350,6.62,10.0,56000.0,7.11,0.0,22.9,19.0,0,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,14.16,2.0,34000.0,23.4,0.0,32.0,16.0,0,10.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,12.12,2.0,42000.0,16.34,0.0,76.0,27.0,0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19500,22.11,7.0,45600.0,14.24,3.0,79.80000000000003,16.0,0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12000,14.99,2.0,42500.0,22.54,0.0,62.0,40.0,1,29.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8700,11.99,10.0,80000.0,21.03,2.0,18.8,21.0,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,14.49,0.0,80000.0,12.8,0.0,58.2,14.0,0,6.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3600,15.22,10.0,95000.0,4.99,0.0,39.3,22.0,0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9500,20.5,1.0,110000.0,17.34,0.0,36.0,35.0,1,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25050,12.12,3.0,70000.0,24.75,1.0,36.5,46.0,0,24.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28000,12.49,5.0,86000.0,18.64,1.0,35.80000000000001,48.0,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,13.11,7.0,75000.0,21.52,0.0,68.2,20.0,0,7.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9600,7.12,9.0,72000.0,5.5,0.0,12.0,22.0,0,16.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,7.62,1.0,55000.0,11.87,0.0,37.8,12.0,0,14.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17500,21.0,5.0,93000.0,10.8,0.0,46.6,20.0,0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14000,11.14,4.0,50000.0,15.55,0.0,76.60000000000002,13.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19750,14.09,10.0,50000.0,24.55,0.0,71.60000000000002,19.0,0,12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1800,16.29,10.0,76000.0,14.09,0.0,85.10000000000002,19.0,0,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7900,15.31,5.0,43000.0,26.62,0.0,50.90000000000001,21.0,1,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,8.9,3.0,55000.0,19.97,0.0,53.3,27.0,0,19.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,13.98,8.0,30000.0,11.09,0.0,45.7,26.0,1,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,10.64,3.0,45000.0,3.2,2.0,74.9,18.0,0,16.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8875,15.61,10.0,42670.0,22.93,0.0,60.8,23.0,0,15.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8400,14.3,3.0,45000.0,26.43,0.0,27.70000000000001,18.0,0,7.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28000,24.5,2.0,190000.0,21.44,0.0,48.90000000000001,31.0,0,18.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000,12.99,10.0,115000.0,28.02,1.0,81.2,35.0,0,19.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,6.62,2.0,65000.0,6.96,0.0,25.3,34.0,0,18.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000,8.9,4.0,96000.0,20.96,0.0,76.5,18.0,0,22.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,6.03,10.0,83000.0,23.9,0.0,49.3,32.0,0,23.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20400,15.88,8.0,64000.0,21.21,0.0,43.40000000000001,22.0,0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5600,8.9,2.0,42000.0,15.63,0.0,65.8,18.0,0,7.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,14.33,10.0,150000.0,21.29,0.0,81.4,39.0,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000,19.52,0.0,30000.0,23.32,0.0,51.7,16.0,0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15000,18.55,7.0,200000.0,7.91,0.0,79.9,31.0,0,17.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7050,8.88,0.0,80000.0,9.43,0.0,79.10000000000002,28.0,0,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,10.64,3.0,75000.0,23.28,0.0,34.4,33.0,0,19.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,12.49,9.0,32000.0,19.65,0.0,26.70000000000001,18.0,0,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,11.71,6.0,40000.0,20.16,0.0,64.9,8.0,0,6.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,7.62,1.0,53000.0,17.8,0.0,38.5,21.0,0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,9.17,3.0,90000.0,30.23,0.0,55.8,40.0,0,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4800,8.9,7.0,102000.0,16.79,0.0,78.2,25.0,1,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7650,11.71,5.0,57000.0,23.96,0.0,63.40000000000001,18.0,1,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9950,8.6,9.0,60000.0,22.66,0.0,33.0,25.0,0,14.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17050,17.77,7.0,38000.0,9.66,0.0,85.9,18.0,0,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,23.43,4.0,40000.0,27.04,0.0,66.9,47.0,1,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,12.49,4.0,120000.0,11.79,0.0,57.0,30.0,0,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,14.33,1.0,66000.0,20.05,0.0,47.2,40.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,14.42,4.0,38000.0,4.61,0.0,80.30000000000003,12.0,0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5100,10.99,10.0,51250.0,5.83,0.0,34.7,13.0,1,17.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7200,11.99,3.0,48000.0,34.05,1.0,88.4,36.0,1,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19500,11.67,4.0,122000.0,12.04,0.0,18.9,45.0,0,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,18.25,3.0,80000.0,9.24,1.0,30.6,27.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,15.22,10.0,48000.0,23.28,0.0,55.2,42.0,1,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11000,7.29,2.0,51250.0,26.29,0.0,49.6,22.0,0,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,14.99,10.0,65000.0,4.13,0.0,58.2,9.0,0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,6.03,1.0,54000.0,12.16,0.0,58.3,12.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13475,23.99,5.0,45000.0,26.72,0.0,16.400000000000002,24.0,0,12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,22.47,10.0,90000.0,22.53,2.0,37.4,28.0,1,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9000,6.62,0.0,40000.0,11.58,0.0,34.4,15.0,0,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9000,9.71,10.0,43680.0,20.26,1.0,46.40000000000001,15.0,0,9.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10625,20.31,0.0,31383.12,29.18,1.0,77.80000000000003,25.0,1,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2500,6.03,3.0,37000.0,11.58,0.0,7.0,24.0,0,14.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000,7.62,10.0,40000.0,24.27,0.0,30.8,30.0,1,23.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14000,13.67,7.0,95000.0,15.16,0.0,51.5,26.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,18.55,5.0,67844.0,23.88,0.0,55.7,23.0,0,6.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,6.62,10.0,121000.0,5.83,0.0,0.5,47.0,0,15.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,10.99,4.0,160000.0,10.24,0.0,41.8,50.0,0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,13.98,8.0,65000.0,24.22,0.0,29.20000000000001,38.0,1,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11100,14.33,7.0,32000.0,21.71,0.0,62.7,22.0,1,9.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,10.64,10.0,24000.0,26.6,1.0,58.90000000000001,22.0,0,20.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4800,11.99,10.0,25000.0,15.15,0.0,24.6,54.0,0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22000,20.200000000000006,0.0,73000.0,22.08,0.0,94.7,18.0,0,16.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,10.16,2.0,150000.0,7.12,0.0,77.9,31.0,0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,12.42,3.0,63000.0,19.09,0.0,70.3,27.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28000,21.15,0.0,62500.0,22.67,0.0,55.90000000000001,34.0,0,17.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,17.27,6.0,81000.0,10.99,1.0,67.5,17.0,0,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6500,11.99,3.0,16800.0,12.36,1.0,78.60000000000002,16.0,0,14.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000,11.86,10.0,77256.0,20.13,0.0,35.6,21.0,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,16.29,10.0,60400.0,17.66,0.0,98.5,15.0,0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000,7.62,0.0,170000.0,15.62,0.0,54.8,35.0,0,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30750,17.1,4.0,80000.0,28.43,0.0,25.20000000000001,20.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,14.84,4.0,62000.0,21.83,0.0,93.8,17.0,0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8875,12.12,4.0,26000.0,24.94,0.0,42.7,12.0,0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8875,18.25,0.0,75864.0,18.71,5.0,29.1,32.0,0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,18.75,1.0,42000.0,13.54,0.0,71.0,24.0,1,7.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10750,13.35,6.0,65000.0,8.36,0.0,26.5,7.0,0,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,7.9,10.0,84000.0,8.76,0.0,39.3,23.0,0,14.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3000,21.6,10.0,102000.0,10.28,0.0,55.40000000000001,47.0,1,17.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,15.31,10.0,70200.0,6.6000000000000005,0.0,2.9000000000000004,34.0,0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,10.15,0.0,50000.0,26.24,0.0,41.90000000000001,25.0,0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7425,11.14,1.0,57000.0,3.77,0.0,65.9,17.0,0,12.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,5.79,1.0,30000.0,2.12,0.0,3.6,12.0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26000,20.49,2.0,106000.0,20.05,2.0,49.2,50.0,1,23.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,6.03,10.0,115000.0,11.27,0.0,12.9,16.0,0,14.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3000,16.29,4.0,95211.0,19.17,1.0,79.0,29.0,1,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,10.99,9.0,120000.0,8.15,0.0,30.5,57.0,0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8400,11.71,7.0,48000.0,13.1,0.0,47.2,15.0,0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4800,7.1400000000000015,9.0,78500.0,4.95,0.0,0.0,24.0,0,17.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30000,21.98,0.0,154000.0,15.06,0.0,65.0,27.0,0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7125,15.61,2.0,80000.0,10.13,2.0,38.7,36.0,0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13750,17.1,10.0,78000.0,30.46,0.0,66.9,29.0,1,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,13.48,2.0,36000.0,14.77,0.0,30.6,19.0,0,7.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11200,23.1,3.0,99000.0,5.03,0.0,11.8,11.0,0,18.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16950,24.700000000000006,5.0,52000.0,8.91,1.0,73.9,21.0,1,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,6.62,10.0,55605.0,15.27,0.0,23.6,28.0,0,21.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12500,11.58,9.0,150000.0,14.47,0.0,66.60000000000001,26.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6000,11.46,4.0,29000.0,4.34,0.0,25.200000000000006,9.0,0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20900,18.84,4.0,57000.0,15.49,0.0,59.90000000000001,21.0,0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6400,10.08,10.0,62000.0,8.11,0.0,49.3,20.0,0,15.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,9.17,10.0,52000.0,19.71,0.0,62.3,14.0,0,18.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12000,18.49,0.0,60000.0,13.59,0.0,55.6,32.0,1,13.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1925,7.62,10.0,42000.0,18.77,0.0,57.6,21.0,0,13.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,15.31,4.0,50000.0,21.14,0.0,40.8,22.0,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1600,17.490000000000002,10.0,21600.0,21.0,1.0,96.3,8.0,0,11.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23850,16.29,7.0,52000.0,32.19,0.0,62.1,17.0,0,20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,14.49,6.0,25000.0,18.18,0.0,28.0,14.0,0,8.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13000,13.67,4.0,58000.0,5.72,0.0,74.0,6.0,0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
